name,unified_sutra_code,sutra_code,sutra_name,due_reel_count,existed_reel_count,start_volume,start_page,end_volume,end_page,remark
ZH_345,UN_983,ZH_345,佛頂尊勝陀羅尼經,1,1,20,320,20,326,
ZH_346,UN_1033,ZH_346,佛說出生無量門持經,1,1,20,327,20,332,
ZH_347,UN_1032,ZH_347,佛說無量門微密持經,1,1,20,333,20,337,
ZH_348,UN_1036,ZH_348,無量門破魔陀羅尼經,1,1,20,338,20,344,
ZH_349,UN_1035,ZH_349,阿難陀目佉尼呵離陀經,1,1,20,345,20,352,
ZH_350,UN_1411,ZH_350,妙臂印幢陀羅尼經,1,1,20,353,20,354,
ZH_351,UN_1034,ZH_351,佛說阿難陀目佉尼呵離陀[陳-東+(麟-鹿)]尼經,1,1,20,355,20,361,
ZH_352,UN_1410,ZH_352,勝幢臂印陀羅尼經,1,1,20,362,20,363,
ZH_353,UN_1037,ZH_353,舍利弗陀羅尼經,1,1,20,364,20,368,
ZH_354,UN_1031,ZH_354,佛說一向出生菩薩經,1,1,20,369,20,376,
ZH_355,UN_1038,ZH_355,出生無邊門陀羅尼經,1,1,20,377,20,385,
ZH_356,UN_9852,ZH_356,咒三首經,1,1,20,386,20,386,
ZH_357,UN_1389,ZH_357,佛說無崖際總持法門經,1,1,20,387,20,395,
ZH_358,UN_1390,ZH_358,尊勝菩薩所問一切諸法入無量門陀羅尼經,1,1,20,396,20,406,
ZH_359,UN_1392,ZH_359,金剛上味陀羅尼經,1,1,20,407,20,414,
ZH_360,UN_1391,ZH_360,金剛場陀羅尼經,1,1,20,415,20,422,
ZH_361,UN_1183,ZH_361,如來方便善巧咒經,1,1,20,423,20,428,
ZH_362,UN_1404,ZH_362,佛說師子奮迅菩薩所問經,1,1,20,429,20,430,
ZH_363,UN_1399,ZH_363,佛說陀鄰尼鉢經,1,1,20,431,20,432,
ZH_364,UN_1405,ZH_364,佛說花聚陀羅尼咒經,1,1,20,433,20,434,
ZH_365,UN_1066,ZH_365,佛說六字咒王經,1,1,20,435,20,438,
ZH_366,UN_1398,ZH_366,佛說持句神咒經,1,1,20,439,20,441,
ZH_367,UN_1174,ZH_367,佛說善法方便陀羅尼經,1,1,20,442,20,445,
ZH_368,UN_1182,ZH_368,虛空藏菩薩問七佛陀羅尼咒經,1,1,20,446,20,452,
ZH_370,UN_11751,ZH_370,金剛秘密善門陀羅尼咒經(別本),1,1,20,456,20,458,
ZH_371,UN_1403,ZH_371,佛說華積陀羅尼神咒經,1,1,20,459,20,460,
ZH_372,UN_1173,ZH_372,護命法門神咒經,1,1,20,461,20,466,
ZH_373,UN_1397,ZH_373,東方最勝燈王陀羅尼經,1,1,20,467,20,470,
ZH_374,UN_1396,ZH_374,東方最勝燈王如來經,1,1,20,471,20,478,
ZH_375,UN_1045,ZH_375,無垢淨光大陀羅尼經,1,1,20,479,20,486,
ZH_376,UN_1065,ZH_376,請觀世音菩薩消伏毒害陀羅尼咒經,1,1,20,487,20,495,
ZH_377,UN_606,ZH_377,佛說寶網經,1,1,20,496,20,512,
ZH_378,UN_830,ZH_378,菩薩行五十緣身經,1,1,20,513,20,517,
ZH_379,UN_838,ZH_379,佛說演道俗業經,1,1,20,518,20,525,
ZH_380,UN_824,ZH_380,佛說內藏百寶經,1,1,20,526,20,530,
ZH_381,UN_697,ZH_381,佛說梵志女首意經,1,1,20,531,20,534,
ZH_382,UN_812,ZH_382,佛說四不可得經,1,1,20,535,20,538,
ZH_383,UN_675,ZH_383,私呵昧經(ㄧ名菩薩道樹),1,1,20,539,20,548,
ZH_384,UN_676,ZH_384,菩薩生地經,1,1,20,549,20,551,
ZH_385,UN_362,ZH_385,佛說菩薩修行經,1,1,20,552,20,558,
ZH_386,UN_760,ZH_386,大方等如來藏經,1,1,20,559,20,565,
ZH_389,UN_731,ZH_389,佛說成具光明定意經,1,1,20,586,20,603,
ZH_390,UN_607,ZH_390,佛說百佛名經,1,1,20,604,20,607,
ZH_391,UN_222,ZH_391,金色王經,1,1,20,608,20,613,
ZH_392,UN_777,ZH_392,佛說諸德福田經,1,1,20,614,20,620,
ZH_393,UN_794,ZH_393,佛說溫室洗浴眾僧經,1,1,20,621,20,623,
ZH_394,UN_849,ZH_394,佛語經,1,1,20,624,20,626,
ZH_395,UN_1127,ZH_395,不空[羅-維+絹]索咒心經,1,1,19,657,20,631,
ZH_396,UN_595,ZH_396,佛說稱揚諸佛功德經,3,3,20,632,20,668,
ZH_397,UN_713,ZH_397,佛說須真天子經,4,4,20,669,20,706,
ZH_398,UN_418,ZH_398,摩訶摩耶經,2,2,20,707,20,727,
ZH_399,UN_805,ZH_399,佛說除恐災患經,1,1,20,728,20,738,
ZH_400,UN_823,ZH_400,佛說孛經抄,1,1,20,739,20,754,
ZH_401,UN_404,ZH_401,觀世音菩薩授記經,1,1,20,755,20,763,
ZH_402,UN_718,ZH_402,佛說海龍王經,4,4,20,764,20,824,
ZH_403,UN_742,ZH_403,佛說首楞嚴三昧經,2,2,20,825,20,856,
ZH_404,UN_1199,ZH_404,佛說觀藥王藥上二菩薩經,1,1,20,857,20,869,
ZH_405,UN_308,ZH_405,佛說觀普賢菩薩行法經,1,1,20,870,20,881,
ZH_406,UN_654,ZH_406,不思議光菩薩所說經,1,1,20,882,20,889,
ZH_407,UN_341,ZH_407,最勝問菩薩十住除垢斷結經,10,10,20,890,20,1046,
ZH_408,UN_806,ZH_408,佛說未曾有因緣經,2,2,21,1,21,30,
ZH_409,UN_827,ZH_409,諸佛要集經,2,2,21,31,21,64,
ZH_410,UN_755,ZH_410,菩薩瓔珞經,14,14,21,65,21,280,
ZH_411,UN_738,ZH_411,佛說超日明三昧經,2,2,21,281,21,330,
ZH_412,UN_594,ZH_412,賢劫經,8,8,21,331,21,468,
ZH_413,UN_1387,ZH_413,大法炬陀羅尼經,20,20,21,469,21,640,
ZH_414,UN_1388,ZH_414,大威德陀羅尼經,20,20,21,641,21,800,
ZH_415,UN_610,ZH_415,佛說佛名經,12,12,21,801,21,970,
ZH_4161,UN_6141,ZH_4161,過去莊嚴劫千佛名經,1,1,22,1,22,12,
ZH_4162,UN_6142,ZH_4162,過去莊嚴劫千佛名經(別本),1,1,22,13,22,21,
ZH_422,UN_613,ZH_422,五千五百佛名神咒除障滅罪經,8,8,22,68,22,142,
ZH_423,UN_608,ZH_423,佛說不思議功德諸佛所護念經,2,2,22,,22,,
ZH_424,UN_756,ZH_424,佛說華手經,10,10,22,143,22,337,
ZH_425,UN_1386,ZH_425,大方等陀羅尼經,4,4,22,338,22,395,
ZH_426,UN_465,ZH_426,僧伽吒經,4,4,22,396,22,428,
ZH_427,UN_747,ZH_427,力莊嚴三昧經,3,3,22,429,22,450,
ZH_428,UN_857,ZH_428,大方廣圓覺修多羅了義經,1,1,22,451,22,465,
ZH_429,UN_743,ZH_429,佛說觀佛三昧海經,10,10,22,466,22,570,
ZH_430,UN_216,ZH_430,大方便佛報恩經,7,7,22,571,22,641,
ZH_431,UN_215,ZH_431,佛說菩薩本行經,3,3,22,642,22,671,
ZH_433,UN_807,ZH_433,佛說法集經,6,6,22,673,22,745,
ZH_434,UN_749,ZH_434,觀察諸法行經,4,4,22,746,22,782,
ZH_435,UN_419,ZH_435,菩薩處胎經,7,7,22,783,22,872,
ZH_436,UN_735,ZH_436,佛說弘道廣顯三昧經,4,4,22,873,22,914,
ZH_437,UN_795,ZH_437,佛說施燈功德經,1,1,22,915,22,924,
ZH_438,UN_655,ZH_438,無所有菩薩經,4,4,23,1,23,37,
ZH_439,UN_139,ZH_439,央掘魔羅經,4,4,23,38,23,86,
ZH_440,UN_439,ZH_440,佛說明度五十校計經,2,2,23,87,23,111,
ZH_441,UN_636,ZH_441,文殊師利問經,2,2,23,112,23,142,
ZH_442,UN_839,ZH_442,大方廣如來秘密藏經,2,2,23,143,23,158,
ZH_443,UN_420,ZH_443,中陰經,2,2,23,159,23,178,
ZH_444,UN_651,ZH_444,佛說月上女經,2,2,23,179,23,194,
ZH_445,UN_301,ZH_445,大法鼓經,2,2,23,195,23,214,
ZH_446,UN_775,ZH_446,大乘密嚴經,3,3,23,215,23,248,
ZH_447,UN_629,ZH_447,文殊師利問菩薩署經,1,1,23,249,23,261,
ZH_448,UN_786,ZH_448,佛說大乘造像功德經,2,2,23,262,23,273,
ZH_449,UN_421,ZH_449,蓮華面經,2,2,23,274,23,287,
ZH_450,UN_854,ZH_450,占察善惡業報經,2,2,23,288,23,307,
ZH_451,UN_10271,ZH_451,廣大寶樓閣善住秘密陀羅尼經,3,3,23,308,23,353,
ZH_453,UN_969,ZH_453,五佛頂三昧陀羅尼經,4,4,23,354,23,393,
ZH_454,UN_1222,ZH_454,大陀羅尼末法中一字心呪經,1,1,23,394,23,403,
ZH_455,UN_968,ZH_455,一字佛頂輪王經,5,5,23,404,23,479,
ZH_456,UN_962,ZH_456,大佛頂如來密因修證了義諸菩薩萬行首楞嚴經,10,10,92,590,92,773,
ZH_457,UN_865,ZH_457,大毗廬遮那成佛神變加持經,7,7,23,570,23,650,
ZH_458,UN_9141,ZH_458,蘇婆呼童子請問經,3,3,23,651,23,686,
ZH_459,UN_884,ZH_459,金剛頂瑜伽中略出念誦經,4,4,23,687,23,741,
ZH_460,UN_1028,ZH_460,牟梨曼陀羅呪經,1,1,23,742,23,761,
ZH_461,UN_9121,ZH_461,蘇悉地羯羅供養法,3,3,23,762,23,781,
ZH_462,UN_9111,ZH_462,蘇悉地羯羅經,4,4,23,782,23,877,
ZH_465,UN_1382,ZH_465,七佛所說神呪經,4,4,23,878,23,933,
ZH_466,UN_1383,ZH_466,大吉義神呪經,4,4,23,934,23,959,
ZH_467,UN_1225,ZH_467,佛説文殊師利法寶藏陀羅尼經,1,1,23,960,23,969,
ZH_468,UN_1226,ZH_468,文殊師利法寶藏陀羅尼經,1,1,23,970,23,982,
ZH_469,UN_10481,ZH_469,金剛光焰止風雨陀羅尼經,1,1,23,983,23,998,
ZH_470,UN_1401,ZH_470,佛說安宅陀羅尼呪經,1,1,24,1,24,3,
ZH_471,UN_14251,ZH_471,佛說玄師颰陀所說神呪經,1,1,24,4,24,9,
ZH_472,UN_14252,ZH_472,幻師颰陀神呪經(別本),1,1,24,10,24,11,
ZH_473,UN_10491,ZH_473,佛說護諸童子陀羅尼經,1,1,24,12,24,14,
ZH_474,UN_1068,ZH_474,六字大陀羅尼呪經,1,1,24,15,24,16,
ZH_475,UN_1278,ZH_475,阿吒婆拘鬼神大將上佛陀羅尼神咒經,1,1,24,17,24,20,
ZH_476,UN_1414,ZH_476,佛說大普賢陀羅尼經,1,1,24,21,24,22,
ZH_477,UN_1415,ZH_477,佛說大七寶陀羅尼經,1,1,24,23,24,23,
ZH_478,UN_936,ZH_478,諸佛心陀羅尼經,1,1,24,24,24,25,
ZH_479,UN_403,ZH_479,阿彌陀鼓音聲王陀羅尼經,1,1,24,26,24,27,
ZH_480,UN_1412,ZH_480,八名普密陀羅尼經,1,1,24,28,24,28,
ZH_481,UN_1441,ZH_481,拔濟苦難陀羅尼經,1,1,24,29,24,30,
ZH_482,UN_1406,ZH_482,六門陀羅尼經,1,1,24,31,24,31,
ZH_483,UN_1200,ZH_483,持世陀羅尼經,1,1,24,32,24,34,
ZH_484,UN_1060,ZH_484,清淨觀世音普賢陀羅尼經,1,1,24,35,24,38,
ZH_485,UN_615,ZH_485,佛說千佛因緣經,1,1,24,39,24,49,
ZH_486,UN_424,ZH_486,佛垂般涅槃略說教誡經,1,1,24,50,24,55,
ZH_487,UN_1422,ZH_487,佛說莊嚴王陀羅尼呪經,1,1,24,56,24,58,
ZH_488,UN_1192,ZH_488,佛說隨求即得大自在陀羅尼神咒經,1,1,24,59,24,68,
ZH_489,UN_1421,ZH_489,佛說一切功德莊嚴王經,1,1,24,69,24,76,
ZH_490,UN_1168,ZH_490,諸佛集會陀羅尼經,1,1,24,77,24,79,
ZH_491,UN_1442,ZH_491,佛說拔除罪障呪王經,1,1,24,80,24,81,
ZH_492,UN_14161,ZH_492,百千印陀羅尼經,1,1,24,82,24,83,
ZH_493,UN_14162,ZH_493,百千印陀羅尼經(別本),1,1,24,84,24,84,
ZH_494,UN_1196,ZH_494,香王菩薩陀羅尼呪經,1,1,24,85,24,86,
ZH_495,UN_1409,ZH_495,佛說善夜經,1,1,24,87,24,88,
ZH_496,UN_242,ZH_496,佛說鹿母經,1,1,24,89,24,92,
ZH_498,UN_699,ZH_498,佛說賢首經,1,1,24,97,24,99,
ZH_499,UN_698,ZH_499,佛說心明經,1,1,24,100,24,103,
ZH_500,UN_602,ZH_500,佛說滅十方冥經,1,1,24,104,24,108,
ZH_501,UN_774,ZH_501,佛說佛地經,1,1,24,109,24,116,
ZH_503,UN_714,ZH_503,佛說魔逆經(別本),1,1,24,128,24,139,
ZH_504,UN_1212,ZH_504,金剛頂經曼殊室利菩薩五字心陀羅尼品,1,1,24,140,24,146,
ZH_505,UN_229,ZH_505,佛說月明菩薩經,1,1,24,147,24,149,
ZH_506,UN_852,ZH_506,佛說出生菩提心經,1,1,24,150,24,157,
ZH_507,UN_183,ZH_507,異出菩薩本起經,1,1,24,158,24,163,
ZH_508,UN_640,ZH_508,佛說文殊師利般涅槃經,1,1,24,164,24,166,
ZH_509,UN_722,ZH_509,佛說佛印三昧經,1,1,24,167,24,168,
ZH_510,UN_1119,ZH_510,觀自在如意輪菩薩瑜伽法要,1,1,24,169,24,174,
ZH_511,UN_1180,ZH_511,虛空藏菩薩能滿諸願最勝心陀羅尼求聞持法,1,1,24,175,24,177,
ZH_512,UN_1355,ZH_512,佛說救面然餓鬼陀羅尼神咒經,1,1,24,178,24,179,
ZH_513,UN_1357,ZH_513,佛說甘露經陀羅尼咒,1,1,24,180,24,180,
ZH_514,UN_1358,ZH_514,甘露陀羅尼呪,1,1,24,181,24,181,
ZH_515,UN_1444,ZH_515,智炬陀羅尼經,1,1,24,182,24,183,
ZH_516,UN_842,ZH_516,諸法最上王經,1,1,24,184,24,196,
ZH_517,UN_230,ZH_517,佛說德光太子經,1,1,24,197,24,210,
ZH_518,UN_426,ZH_518,般泥洹後灌臘經,1,1,24,211,24,211,
ZH_519,UN_715,ZH_519,商主天子所問經,1,1,24,212,24,221,
ZH_520,UN_748,ZH_520,寂照神變三摩地經,1,1,24,222,24,229,
ZH_521,UN_600,ZH_521,佛說八部佛名經,1,1,24,230,24,232,
ZH_522,UN_657,ZH_522,離垢慧菩薩所問禮佛法經,1,1,24,233,24,236,
ZH_523,UN_702,ZH_523,佛說堅固女經,1,1,24,237,24,240,
ZH_524,UN_223,ZH_524,佛說妙色王因緣經,1,1,24,241,24,243,
ZH_525,UN_793,ZH_525,右繞佛塔功德經,1,1,24,244,24,246,
ZH_526,UN_425,ZH_526,佛臨涅槃記法住經,1,1,24,247,24,249,
ZH_527,UN_605,ZH_527,受持七佛名號所生功德經,1,1,24,250,24,252,
ZH_528,UN_816,ZH_528,大乘四法經,1,1,24,253,24,257,
ZH_529,UN_656,ZH_529,師子莊嚴王菩薩請問經,1,1,24,258,24,260,
ZH_530,UN_224,ZH_530,佛說師子素馱娑王斷肉經,1,1,24,261,24,263,
ZH_531,UN_701,ZH_531,差摩婆帝授記經,1,1,24,264,24,266,
ZH_532,UN_696,ZH_532,有德女所問大乘經,1,1,24,267,24,269,
ZH_533,UN_762,ZH_533,佛說不增不減經,1,1,24,270,24,273,
ZH_534,UN_703,ZH_534,佛說大乘流轉諸有經,1,1,24,274,24,275,
ZH_535,UN_721,ZH_535,佛為海龍王說法印經,1,1,24,276,24,276,
ZH_536,UN_792,ZH_536,佛說造塔功德經,1,1,24,277,24,278,
ZH_537,UN_237,ZH_537,佛說大意經,1,1,24,279,24,281,
ZH_538,UN_706,ZH_538,優婆夷淨行法門經,2,2,24,282,24,299,
ZH_539,UN_744,ZH_539,佛說金剛三昧本性清淨不壞不滅經,1,1,24,300,24,304,
ZH_540,UN_236,ZH_540,佛說師子月佛本生經,1,1,24,305,24,309,
ZH_541,UN_819,ZH_541,佛說十二頭陀經,1,1,24,310,24,313,
ZH_543,UN_681,ZH_543,佛說樹提伽經(別本),1,1,24,317,24,318,
ZH_544,UN_221,ZH_544,長壽王經,1,1,24,319,24,326,
ZH_545,UN_843,ZH_545,佛說甚深大逥向經,1,1,24,327,24,329,
ZH_546,UN_601,ZH_546,佛說十吉祥經,1,1,24,330,24,331,
ZH_547,UN_243,ZH_547,一切智光明仙人慈心因緣不食肉經,1,1,24,332,24,334,
ZH_548,UN_817,ZH_548,佛說菩薩內習六波羅蜜經,1,1,24,335,24,336,
ZH_549,UN_700,ZH_549,佛說長者法志妻經,1,1,24,337,24,339,
ZH_550,UN_232,ZH_550,佛說菩薩投身飴餓虎起塔因緣經,1,1,24,340,24,350,
ZH_551,UN_717,ZH_551,佛說天王太子辟羅經,1,1,24,351,24,352,
ZH_552,UN_707,ZH_552,佛說長者女菴提遮師子吼了義經,1,1,24,353,24,357,
ZH_553,UN_431,ZH_553,佛說法滅盡經,1,1,24,358,24,361,
ZH_554,UN_48,ZH_554,佛說八大人覺經,1,1,24,362,24,363,
ZH_555,UN_670,ZH_555,佛說薩羅國經,1,1,24,364,24,366,
ZH_556,UN_811,ZH_556,佛說四輩經,1,1,24,367,24,369,
ZH_557,UN_809,ZH_557,佛說三品弟子經,1,1,24,370,24,372,
ZH_558,UN_240,ZH_558,佛說過去世佛分衛經,1,1,24,373,24,373,
ZH_559,UN_430,ZH_559,佛說當來變經,1,1,24,374,24,376,
ZH_560,UN_837,ZH_560,佛說法常住經,1,1,24,377,24,377,
ZH_561,UN_304,ZH_561,金剛三昧經,1,1,24,378,24,394,
ZH_562,UN_1651,ZH_562,菩薩地持經,10,10,24,395,24,561,
ZH_563,UN_16521,ZH_563,菩薩善戒經,9,9,24,902,24,665,
ZH_564,UN_1561,ZH_564,佛說淨業障經,1,1,24,666,24,674,
ZH_565,UN_1549,ZH_565,優婆塞戒經,7,7,24,675,24,763,
ZH_566,UN_1545,ZH_566,梵網經,2,2,24,764,24,797,
ZH_567,UN_1547,ZH_567,受十善戒經,1,1,24,798,24,808,
ZH_568,UN_1550,ZH_568,佛藏經,3,3,24,809,24,852,
ZH_569,UN_1546,ZH_569,菩薩瓔珞本業經,2,2,24,853,24,885,
ZH_570,UN_1567,ZH_570,菩薩戒本(慈氏菩薩說),1,1,24,886,24,892,
ZH_572,UN_1568,ZH_572,菩薩戒本(彌勒菩薩說),1,1,24,912,24,912,
ZH_573,UN_1566,ZH_573,菩薩戒羯磨文,1,1,24,915,24,940,
ZH_574,UN_1548,ZH_574,佛說菩薩內戒經,1,1,25,1,25,11,
ZH_575,UN_1569,ZH_575,優婆塞五戒威儀經,1,1,25,12,25,20,
ZH_576,UN_1553,ZH_576,佛說文殊師利凈律經,1,1,25,21,25,29,
ZH_577,UN_1556,ZH_577,佛說文殊悔過經,1,1,25,30,25,43,
ZH_578,UN_1552,ZH_578,清淨毗尼方廣經,1,1,25,44,25,54,
ZH_579,UN_1554,ZH_579,寂調音所問經,1,1,25,55,25,65,
ZH_580,UN_1560,ZH_580,大乘三聚懺悔經,1,1,25,66,25,74,
ZH_581,UN_1558,ZH_581,菩薩藏經,1,1,25,75,25,80,
ZH_582,UN_1557,ZH_582,三曼陀跋陀羅菩薩經,1,1,25,81,25,85,
ZH_583,UN_1570,ZH_583,菩薩受齋經,1,1,25,86,25,87,
ZH_584,UN_1559,ZH_584,佛說舍利佛悔過經,1,1,25,88,25,91,
ZH_585,UN_1551,ZH_585,佛說法律三昧經,1,1,25,92,25,98,
ZH_586,UN_719,ZH_586,十善業道經,1,1,25,99,25,102,
ZH_587,UN_1576,ZH_587,大智度論,100,100,25,103,26,693,
ZH_588,UN_1589,ZH_588,十地論,12,12,26,694,26,838,
ZH_589,UN_1592,ZH_589,彌勒菩薩所問經,9,9,26,839,26,917,
ZH_591,UN_1593,ZH_591,寶髻經四法憂波提舍,1,1,26,972,26,980,
ZH_593,UN_15771,ZH_593,金剛般若論,2,2,27,68,27,84,
ZH_594,UN_15772,ZH_594,金剛般若波羅蜜經論(別本),3,3,27,85,27,107,
ZH_595,UN_1581,ZH_595,能斷金剛般若波羅蜜多經論頌,1,1,27,108,27,110,
ZH_596,UN_1580,ZH_596,能斷金剛般若波羅蜜多經論釋,3,3,27,111,27,130,
ZH_597,UN_1579,ZH_597,金剛般若波羅蜜經論,3,3,27,131,27,160,
ZH_598,UN_1582,ZH_598,金剛般若波羅蜜經破取著不壞假名論,2,2,27,161,27,180,
ZH_599,UN_1598,ZH_599,文殊師利菩薩問菩提經論,2,2,27,181,27,198,
ZH_600,UN_15871,ZH_600,妙法蓮華經論優波提舍,1,1,27,199,27,213,
ZH_601,UN_15872,ZH_601,妙法蓮華經論優波提舍(別本),2,2,27,214,27,228,
ZH_602,UN_1599,ZH_602,勝思惟梵天所問經論,4,4,27,229,27,269,
ZH_603,UN_1586,ZH_603,妙法蓮華經憂波提舍,2,2,27,270,27,287,
ZH_604,UN_1596,ZH_604,遺教經論,1,1,27,288,27,303,
ZH_605,UN_1591,ZH_605,無量壽經優波提舍願生偈,1,1,27,304,27,308,
ZH_606,UN_1595,ZH_606,涅槃經本有今無偈論,1,1,27,309,27,312,
ZH_607,UN_1594,ZH_607,涅槃論,1,1,27,313,27,318,
ZH_608,UN_1601,ZH_608,三具足經優波提舍,1,1,27,319,27,329,
ZH_609,UN_1600,ZH_609,轉法輪經憂波提舍,1,1,27,330,27,335,
ZH_610,UN_1649,ZH_610,瑜伽師地論,100,100,27,336,28,417,
ZH_611,UN_1672,ZH_611,顯揚聖教論,20,20,28,418,28,605,
ZH_612,UN_1675,ZH_612,大乘阿毗達磨集論,7,7,28,606,28,663,
ZH_613,UN_1673,ZH_613,顯揚聖教論誦,1,1,28,664,28,670,
ZH_614,UN_1685,ZH_614,王法正理論,1,1,28,671,28,681,
ZH_615,UN_1650,ZH_615,瑜伽師地論釋,1,1,28,682,28,690,
ZH_616,UN_1676,ZH_616,大乘阿毗達磨雜集論,16,16,28,691,28,834,
ZH_617,UN_1633,ZH_617,中論,4,4,28,835,28,906,
ZH_618,UN_1636,ZH_618,般若燈論釋,15,15,28,907,29,55,
ZH_619,UN_1638,ZH_619,十二門論,1,1,29,56,29,74,
ZH_620,UN_1686,ZH_620,十八空論,1,1,29,75,29,88,
ZH_621,UN_1639,ZH_621,百論,2,2,29,89,29,118,
ZH_622,UN_1640,ZH_622,廣百論本,1,1,29,119,29,124,
ZH_623,UN_1641,ZH_623,大乘廣百論釋論,10,10,29,125,29,238,
ZH_624,UN_1588,ZH_624,十住毗婆沙論,17,17,29,239,29,438,
ZH_625,UN_1730,ZH_625,菩提資糧論,6,6,29,439,29,482,
ZH_626,UN_1674,ZH_626,大乘莊嚴經論,13,13,29,483,29,608,
ZH_627,UN_195,ZH_627,大莊嚴論經,15,15,29,609,29,752,
ZH_628,UN_1663,ZH_628,攝大乘論,3,3,29,753,29,789,
ZH_629,UN_1635,ZH_629,順中論義入大般若波羅蜜經初品法門,2,2,29,790,29,808,
ZH_630,UN_1666,ZH_630,攝大乘論釋,15,15,29,809,29,1006,
ZH_631,UN_1664,ZH_631,攝大乘論,2,2,30,1,30,28,
ZH_632,UN_1662,ZH_632,攝大乘論本,3,3,30,29,30,63,
ZH_633,UN_1667,ZH_633,攝大乘論釋論,10,10,30,64,30,154,
ZH_634,UN_1665,ZH_634,攝大乘論釋,10,10,30,155,30,375,
ZH_636,UN_1680,ZH_636,佛性論,4,4,30,376,30,422,
ZH_637,UN_1670,ZH_637,中邊分別論,2,2,30,423,30,445,
ZH_638,UN_1653,ZH_638,決定藏論,3,3,30,446,30,477,
ZH_639,UN_1681,ZH_639,究竟一乘寶性論,4,4,30,478,30,532,
ZH_640,UN_1669,ZH_640,辯中邊論,3,3,30,533,30,555,
ZH_641,UN_1671,ZH_641,辯中邊論頌,1,1,30,556,30,559,
ZH_642,UN_1679,ZH_642,業成就論,1,1,30,560,30,567,
ZH_643,UN_1678,ZH_643,大乘成業論,1,1,30,568,30,576,
ZH_644,UN_1718,ZH_644,因明正理門論本,1,1,30,577,30,635,
ZH_645,UN_1661,ZH_645,成唯識寶生論,5,5,30,586,30,625,
ZH_647,UN_1655,ZH_647,唯識三十論頌,1,1,30,639,30,647,
ZH_648,UN_1720,ZH_648,因明入正理論,1,1,30,648,30,655,
ZH_649,UN_1660,ZH_649,唯識二十論,1,1,30,656,30,664,
ZH_650,UN_1659,ZH_650,大乘唯識論,1,1,30,665,30,669,
ZH_651,UN_1656,ZH_651,顯識論,1,1,30,670,30,683,
ZH_652,UN_1657,ZH_652,轉識論,1,1,30,,30,,
ZH_653,UN_1658,ZH_653,唯識論,1,1,30,,30,,
ZH_654,UN_1654,ZH_654,成唯識論,10,10,30,684,30,782,
ZH_655,UN_1647,ZH_655,大丈夫論,2,2,30,783,30,807,
ZH_656,UN_1736,ZH_656,大乘起信論,1,1,30,808,30,822,
ZH_657,UN_1715,ZH_657,寶行王正論,1,1,30,823,30,837,
ZH_658,UN_1683,ZH_658,大乘廣五薀論,1,1,30,838,30,846,
ZH_659,UN_1682,ZH_659,大乘五薀論,1,1,30,847,30,851,
ZH_660,UN_1648,ZH_660,大乘掌珍論,2,2,30,852,30,870,
ZH_661,UN_1724,ZH_661,入大乘論,1,1,30,871,30,895,
ZH_662,UN_1687,ZH_662,三無性論,2,2,30,896,30,917,
ZH_663,UN_1737,ZH_663,大乘起信論,2,2,30,918,30,933,
ZH_664,UN_1729,ZH_664,發菩提心經論,2,2,30,934,30,951,
ZH_666,UN_1722,ZH_666,方便心論,1,1,30,966,30,976,
ZH_667,UN_1693,ZH_667,觀所緣緣論,1,1,30,977,30,978,
ZH_668,UN_1692,ZH_668,無相思塵論,1,1,30,979,30,981,
ZH_669,UN_1694,ZH_669,觀所緣論釋,1,1,30,982,30,987,
ZH_670,UN_1721,ZH_670,迴諍論,1,1,30,988,30,1002,
ZH_671,UN_1642,ZH_671,百字論,1,1,30,1003,30,1007,
ZH_672,UN_1643,ZH_672,壹輸盧迦論,1,1,30,1008,30,1009,
ZH_673,UN_1677,ZH_673,六門教授習定論,1,1,30,1010,30,1015,
ZH_674,UN_1716,ZH_674,手杖論,1,1,30,1016,30,1019,
ZH_675,UN_1691,ZH_675,觀總相論頌,1,1,30,1020,30,1020,
ZH_676,UN_1690,ZH_676,取因假設論,1,1,30,1021,30,1025,
ZH_677,UN_1688,ZH_677,掌中論,1,1,30,1026,30,1027,
ZH_678,UN_1714,ZH_678,止觀門論頌,1,1,30,1028,30,1030,
ZH_679,UN_1696,ZH_679,大乘法界無差別論,1,1,30,1031,30,1034,
ZH_680,UN_1697,ZH_680,大乘法界無差別論(一名如來藏經),1,1,30,1035,30,1038,
ZH_681,UN_1711,ZH_681,緣生論,1,1,30,1039,30,1045,
ZH_682,UN_1699,ZH_682,提婆菩薩釋楞伽經中外道小乘涅槃論,1,1,30,1046,30,1048,
ZH_683,UN_1689,ZH_683,解捲論,1,1,30,1049,30,1050,
ZH_684,UN_2487,ZH_684,大乘百法明門論,1,1,30,1051,30,1052,
ZH_685,UN_1698,ZH_685,提婆菩薩破楞伽經中外道小乘四宗論,1,1,30,1053,30,1055,
ZH_686,UN_1710,ZH_686,十二因緣論,1,1,30,1056,30,1057,
ZH_687,UN_1,ZH_687,佛說長阿含經,22,22,31,1,31,299,
ZH_688,UN_28,ZH_688,中阿含經,60,60,31,300,31,1014,
ZH_689,UN_144,ZH_689,增壹阿含經,51,51,32,1,32,613,
ZH_690,UN_102,ZH_690,雜阿含經,50,50,32,614,33,258,
ZH_691,UN_103,ZH_691,別譯雜阿含經,16,16,33,259,33,463,
ZH_692,UN_7,ZH_692,大般涅槃經,3,3,33,464,33,492,
